site,date,non.salad,salad,salad.ratio,Total.meals,Product.source,Florida,FTS,Other.Source,FTS.Florida,FTS.Start,White,Black,Hispanic,Asian,Other,Asian.Other,Total,Offerd.BC,Offered.Salad,Offered.Mexican,Offered.Pizza,Offered.Sandwich,Offered.HB,Offered.Italian,Offered.Other,Mandarin,Chef ,Taco,Chicken.Chop,Fajita,Chicken.Tender,Salad.LO ,Chicken.Smacker,Total Students,Free Lunch,Reduced Lunch,Free,Reduced,Paid
Littlewood ,2/5/2016,528,27,0.0486,555,1,0,0,1,0,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,2/5/2016,398,6,0.0149,404,1,0,0,1,0,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,2/5/2016,239,19,0.0736,258,1,0,0,1,0,1,7.3,88.3,0,0,0,0,95.6,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,2/5/2016,415,5,0.0119,420,1,0,0,1,0,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,2/5/2016,502,19,0.0365,521,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,673,0,0,0,0,1
Rawlings,2/5/2016,315,22,0.0653,337,1,0,0,1,0,1,0,91.3,3.8,0,4.1,4.1,99.2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,2/5/2016,514,12,0.0228,526,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,2/5/2016,417,40,0.0875,457,1,0,0,1,0,1,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,2/8/2016,323,4,0.0122,327,1,0,0,1,0,1,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,2/8/2016,367,18,0.0468,385,1,0,0,1,0,1,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,2/8/2016,184,2,0.0108,186,1,0,0,1,0,1,55.7,25,8.7,2,7.9,9.9,99.3,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,2/8/2016,594,36,0.0571,630,1,0,0,1,0,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Littlewood ,2/8/2016,523,24,0.0439,547,1,0,0,1,0,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,2/8/2016,262,3,0.0113,265,1,0,0,1,0,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,2/8/2016,243,10,0.0395,253,1,0,0,1,0,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,2/8/2016,336,20,0.0562,356,1,0,0,1,0,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,2/8/2016,491,18,0.0354,509,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,673,0,0,0,0,1
Rawlings,2/8/2016,324,2,0.0061,326,1,0,0,1,0,1,0,91.3,3.8,0,4.1,4.1,99.2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,2/8/2016,467,10,0.021,477,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,2/8/2016,395,1,0.0025,396,1,0,0,1,0,1,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,2/9/2016,306,2,0.0065,308,1,0,0,1,0,1,36.6,26.4,19.9,11.9,4.9,16.8,99.7,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,2/9/2016,366,10,0.0266,376,1,0,0,1,0,1,32.1,42.7,9.1,6.9,9,15.9,99.8,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,2/9/2016,181,1,0.0055,182,1,0,0,1,0,1,55.7,25,8.7,2,7.9,9.9,99.3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,2/9/2016,605,42,0.0649,647,1,0,0,1,0,1,22.4,54,12.4,4.7,5.4,10.1,98.9,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,803,575,12,0.716064757,0.01494396,0.268991283
Lake.Forest ,2/9/2016,341,2,0.0058,343,1,0,0,1,0,1,14.7,76.7,2.7,0,4.9,4.9,99,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,352,312,1,0.886363636,0.002840909,0.110795455
Littlewood ,2/9/2016,499,37,0.069,536,1,0,0,1,0,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,2/9/2016,296,2,0.0067,298,1,0,0,1,0,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,2/9/2016,250,10,0.0385,260,1,0,0,1,0,1,7.3,88.3,0,0,0,0,95.6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,2/9/2016,385,10,0.0253,395,1,0,0,1,0,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,2/9/2016,478,8,0.0165,486,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,673,0,0,0,0,1
Rawlings,2/9/2016,319,1,0.0031,320,1,0,0,1,0,1,0,91.3,3.8,0,4.1,4.1,99.2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,2/9/2016,510,11,0.0211,521,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,2/9/2016,489,12,0.024,501,1,0,0,1,0,1,11,73.1,2.8,9.2,3.7,12.9,99.8,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,2/10/2016,343,3,0.0087,346,1,0,0,1,0,1,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,2/10/2016,381,10,0.0256,391,1,0,0,1,0,1,32.1,42.7,9.1,6.9,9,15.9,99.8,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,2/10/2016,193,2,0.0103,195,1,0,0,1,0,1,55.7,25,8.7,2,7.9,9.9,99.3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,2/10/2016,601,37,0.058,638,1,0,0,1,0,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Lake.Forest ,2/10/2016,357,1,0.0028,358,1,0,0,1,0,1,14.7,76.7,2.7,0,4.9,4.9,99,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,352,312,1,0.886363636,0.002840909,0.110795455
Littlewood ,2/10/2016,518,16,0.03,534,1,0,0,1,0,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,2/10/2016,310,7,0.0221,317,1,0,0,1,0,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,2/10/2016,221,20,0.083,241,1,0,0,1,0,1,7.3,88.3,0,0,0,0,95.6,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,2/10/2016,386,25,0.0608,411,1,0,0,1,0,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,2/10/2016,472,15,0.0308,487,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,673,0,0,0,0,1
Rawlings,2/10/2016,320,9,0.0274,329,1,0,0,1,0,1,0,91.3,3.8,0,4.1,4.1,99.2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,2/10/2016,521,10,0.0188,531,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,2/10/2016,430,5,0.0115,435,1,0,0,1,0,1,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Glen,2/11/2016,146,5,0.0331,151,1,0,0,1,0,1,55.7,25,8.7,2,7.9,9.9,99.3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,499,244,21,0.488977956,0.042084168,0.468937876
Meadowbrook,2/11/2016,281,3,0.0106,284,1,0,0,1,0,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Norton,2/11/2016,337,5,0.0146,342,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,673,0,0,0,0,1
Williams,2/11/2016,312,2,0.0064,314,1,0,0,1,0,1,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,2/12/2016,345,19,0.0522,364,1,0,0,1,0,1,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,2/12/2016,392,20,0.0485,412,1,0,0,1,0,1,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,2/12/2016,225,16,0.0664,241,1,0,0,1,0,1,55.7,25,8.7,2,7.9,9.9,99.3,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,2/12/2016,576,93,0.139,669,1,0,0,1,0,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Lake.Forest ,2/12/2016,381,0,0,381,1,0,0,1,0,1,14.7,76.7,2.7,0,4.9,4.9,99,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,352,312,1,0.886363636,0.002840909,0.110795455
Littlewood ,2/12/2016,497,25,0.0479,522,1,0,0,1,0,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,2/12/2016,358,9,0.0245,367,1,0,0,1,0,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,2/12/2016,230,20,0.08,250,1,0,0,1,0,1,7.3,88.3,0,0,0,0,95.6,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,2/12/2016,455,5,0.0109,460,1,0,0,1,0,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,2/12/2016,517,18,0.0336,535,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,673,0,0,0,0,1
Rawlings,2/12/2016,325,10,0.0299,335,1,0,0,1,0,1,0,91.3,3.8,0,4.1,4.1,99.2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,2/12/2016,527,10,0.0186,537,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,2/12/2016,423,1,0.0024,424,1,0,0,1,0,1,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,2/16/2016,283,4,0.0139,287,1,0,0,1,0,1,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,2/16/2016,289,30,0.094,319,1,0,0,1,0,1,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,2/16/2016,184,2,0.0108,186,1,0,0,1,0,1,55.7,25,8.7,2,7.9,9.9,99.3,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,2/16/2016,576,72,0.1111,648,1,0,0,1,0,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Littlewood ,2/16/2016,498,33,0.0621,531,1,0,0,1,0,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,2/16/2016,225,4,0.0175,229,1,0,0,1,0,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,2/16/2016,218,10,0.0439,228,1,0,0,1,0,1,7.3,88.3,0,0,0,0,95.6,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,2/16/2016,356,15,0.0404,371,1,0,0,1,0,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,2/16/2016,437,32,0.0682,469,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,673,0,0,0,0,1
Rawlings,2/16/2016,314,7,0.0218,321,1,0,0,1,0,1,0,91.3,3.8,0,4.1,4.1,99.2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,2/16/2016,513,15,0.0284,528,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,2/16/2016,449,7,0.0154,456,1,0,0,1,0,1,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,2/17/2016,338,0,0,338,1,0,0,1,0,1,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,2/17/2016,330,10,0.0294,340,1,0,0,1,0,1,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,2/17/2016,184,4,0.0213,188,1,0,0,1,0,1,55.7,25,8.7,2,7.9,9.9,99.3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,2/17/2016,610,31,0.0484,641,1,0,0,1,0,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Littlewood ,2/17/2016,488,23,0.045,511,1,0,0,1,0,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,2/17/2016,294,4,0.0134,298,1,0,0,1,0,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,2/17/2016,242,20,0.0763,262,1,0,0,1,0,1,7.3,88.3,0,0,0,0,95.6,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,2/17/2016,369,30,0.0752,399,1,0,0,1,0,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,2/17/2016,480,15,0.0303,495,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,673,0,0,0,0,1
Rawlings,2/17/2016,287,12,0.0401,299,1,0,0,1,0,1,0,91.3,3.8,0,4.1,4.1,99.2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,2/17/2016,461,10,0.0212,471,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,2/17/2016,448,1,0.0022,449,1,0,0,1,0,1,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Glen,2/18/2016,159,1,0.0062,160,1,0,0,1,0,1,55.7,25,8.7,2,7.9,9.9,99.3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,499,244,21,0.488977956,0.042084168,0.468937876
Meadowbrook,2/18/2016,298,3,0.01,301,1,0,0,1,0,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Norton,2/18/2016,281,8,0.0277,289,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,673,0,0,0,0,1
Finley,2/19/2016,344,4,0.0115,348,1,0,0,1,0,1,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,2/19/2016,290,8,0.0268,298,1,0,0,1,0,1,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,2/19/2016,210,14,0.0625,224,1,0,0,1,0,1,55.7,25,8.7,2,7.9,9.9,99.3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,2/19/2016,561,49,0.0803,610,1,0,0,1,0,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Littlewood ,2/19/2016,441,12,0.0265,453,1,0,0,1,0,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,2/19/2016,347,5,0.0142,352,1,0,0,1,0,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,2/19/2016,214,20,0.0855,234,1,0,0,1,0,1,7.3,88.3,0,0,0,0,95.6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,2/19/2016,358,3,0.0083,361,1,0,0,1,0,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,2/19/2016,454,14,0.0299,468,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,673,0,0,0,0,1
Rawlings,2/19/2016,297,7,0.023,304,1,0,0,1,0,1,0,91.3,3.8,0,4.1,4.1,99.2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,2/19/2016,407,10,0.024,417,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,2/19/2016,433,1,0.0023,434,1,0,0,1,0,1,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,2/22/2016,284,3,0.0105,287,1,0,0,1,0,1,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,2/22/2016,348,30,0.0794,378,1,0,0,1,0,1,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,2/22/2016,153,3,0.0192,156,1,0,0,1,0,1,55.7,25,8.7,2,7.9,9.9,99.3,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,2/22/2016,550,87,0.1366,637,1,0,0,1,0,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Lake.Forest ,2/22/2016,394,1,0.0025,395,1,0,0,1,0,1,14.7,76.7,2.7,0,4.9,4.9,99,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,352,312,1,0.886363636,0.002840909,0.110795455
Littlewood ,2/22/2016,492,42,0.0787,534,1,0,0,1,0,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,2/22/2016,212,4,0.0185,216,1,0,0,1,0,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,2/22/2016,217,9,0.0398,226,1,0,0,1,0,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,2/22/2016,349,20,0.0542,369,1,0,0,1,0,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,2/22/2016,348,23,0.062,371,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,673,0,0,0,0,1
Rawlings,2/22/2016,339,3,0.0088,342,1,0,0,1,0,1,0,91.3,3.8,0,4.1,4.1,99.2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,2/22/2016,507,15,0.0287,522,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,2/22/2016,404,3,0.0074,407,1,0,0,1,0,1,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,2/23/2016,335,1,0.003,336,1,0,0,1,0,1,36.6,26.4,19.9,11.9,4.9,16.8,99.7,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,2/23/2016,315,9,0.0278,324,1,0,0,1,0,1,32.1,42.7,9.1,6.9,9,15.9,99.8,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,2/23/2016,191,1,0.0052,192,1,0,0,1,0,1,55.7,25,8.7,2,7.9,9.9,99.3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,2/23/2016,633,38,0.0566,671,1,0,0,1,0,1,22.4,54,12.4,4.7,5.4,10.1,98.9,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
